id,peta_acuan,pr_permukiman,pr_perkantoan,pr_pendidikan,pr_ofm,pr_transport_umum,pr_taman,pr_hotel,pr_pasar_mall,pr_kesehatan,usia,jk,status_menikah,pendidikan,jml_motor,jml_mobil,jml_sepeda,jml_kendaraan_pribadi,jml_anggota_rt,posisi_rt,penghasilan_pribadi,penghasilan_keluarga,pekerjaan_selain,jam_online,status_kepemilikan,lama_driver,ojek_konvensional
568,5,Penting,Netral,Penting,Sangat penting,Penting,Netral,Netral,Sangat penting,Netral,25,Laki-laki,Menikah,SMA/SMK,2,0,0,2,4,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Wirausahawan,8-10 jam,Pribadi,5-7 tahun,Tidak
569,5,Sangat penting,Penting,Sangat penting,Sangat penting,Netral,Netral,Netral,Sangat penting,Netral,30,Laki-laki,Menikah,SMP,1,0,0,1,3,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
570,4,Penting,Penting,Sangat penting,Penting,Sangat penting,Netral,Netral,Netral,Netral,53,Laki-laki,Menikah,Diploma,2,0,0,2,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp9.000.000-Rp9.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
571,3,Netral,Netral,Penting,Netral,Penting,Netral,Netral,Netral,Netral,56,Laki-laki,Menikah,Diploma,3,0,1,4,6,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp7.000.000-Rp7.999.999,Tidak ada,8-10 jam,Pribadi,5-7 tahun,Tidak
572,4,Netral,Tidak penting,Sangat penting,Penting,Sangat penting,Netral,Netral,Penting,Netral,29,Laki-laki,Menikah,SMA/SMK,2,0,0,2,3,Kepala rumah tangga,Rp1.000.000-Rp.1.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,Di atas 10 jam,Pribadi,3-5 tahun,Tidak
573,3,Sangat penting,Netral,Sangat penting,Netral,Netral,Tidak penting,Tidak penting,Tidak penting,Tidak penting,25,Laki-laki,Menikah,SMA/SMK,3,0,0,3,4,Kepala rumah tangga,Rp4.000.000-Rp4.999.999,Rp7.000.000-Rp7.999.999,Wirausahawan,6-8 jam,Pribadi,5-7 tahun,Tidak
574,4,Penting,Sangat penting,Sangat penting,Penting,Penting,Netral,Penting,Penting,Penting,37,Laki-laki,Menikah,SMA/SMK,2,0,0,2,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp4.000.000-Rp4.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
575,4,Penting,Netral,Penting,Penting,Tidak penting,Penting,Tidak penting,Penting,Tidak penting,26,Laki-laki,Belum Menikah,Sarjana,1,0,0,1,1,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Karyawan Swasta (Part-time),6-8 jam,Pribadi,3-5 tahun,Tidak
576,2,Penting,Tidak penting,Tidak penting,Tidak penting,Sangat tidak penting,Penting,Tidak penting,Sangat penting,Penting,31,Laki-laki,Menikah,SMP,1,0,0,1,4,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,6-8 jam,Milik Orang Tua,3-5 tahun,Tidak
577,3,Penting,Penting,Penting,Penting,Penting,Netral,Netral,Penting,Netral,46,Laki-laki,Menikah,SMA/SMK,2,0,0,2,5,Kepala rumah tangga,Rp2.000.000-Rp2.999.999,Rp2.000.000-Rp2.999.999,Karyawan Swasta (Full-time),6-8 jam,Pribadi,5-7 tahun,Tidak
578,2,Penting,Penting,Penting,Penting,Penting,Tidak penting,Tidak penting,Penting,Tidak penting,25,Laki-laki,Belum Menikah,SMA/SMK,1,0,0,1,1,Kepala rumah tangga,Rp3.000.000-Rp3.999.999,Rp3.000.000-Rp3.999.999,Tidak ada,6-8 jam,Pribadi,1-3 tahun,Tidak
579,3,Netral,Netral,Tidak penting,Sangat penting,Tidak penting,Tidak penting,Tidak penting,Penting,Tidak penting,43,Laki-laki,Menikah,SMA/SMK,1,0,0,1,4,Kepala rumah tangga,Rp5.000.000-Rp5.999.999,Rp5.000.000-Rp5.999.999,Tidak ada,Di atas 10 jam,Pribadi,5-7 tahun,Tidak
